"state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","FIPS"
"MT","Fergus County","11446","82","11586","93","11893","10","30027"
"MT","Flathead County","104357","99","90928","80","74471","95","30029"
"MT","Gallatin County","118960","104","89513","49","67831","42","30031"
"MT","Garfield County","1173","0","1206","0","1279","0","30033"
"MT","Glacier County","13778","32","13399","33","13247","57","30035"
"MT","Golden Valley County","823","0","884","0","1042","0","30037"
"MT","Granite County","3309","0","3079","1","2830","0","30039"
"MT","Hill County","16309","36","16096","30","16673","23","30041"
"MT","Jefferson County","12085","72","11406","81","10049","24","30043"
"MT","Judith Basin County","2023","0","2072","0","2329","0","30045"
"MT","Lake County","31134","39","28746","46","26507","52","30047"
"MT","Lewis and Clark County","70973","130","63395","121","55716","62","30049"
"MT","Liberty County","1959","0","2339","0","2158","0","30051"
"MT","Lincoln County","19677","19","19687","20","18837","25","30053"
"MT","McCone County","1729","0","1734","0","1977","0","30055"
"MT","Madison County","8623","0","7691","0","6851","0","30057"
"MT","Meagher County","1927","0","1891","0","1932","4","30059"
"MT","Mineral County","4535","0","4223","4","3884","28","30061"
"MT","Missoula County","117922","317","109299","303","95802","362","30063"
"MT","Musselshell County","4730","2","4538","2","4497","3","30065"
"MT","Park County","17191","10","15636","14","15694","17","30067"
"MT","Petroleum County","496","0","494","0","493","0","30069"
"MT","Phillips County","4217","0","4253","0","4601","3","30071"
"MT","Pondera County","5898","6","6153","8","6424","6","30073"
"MT","Powder River County","1694","0","1743","0","1858","0","30075"
"MT","Powell County","6946","1614","7027","1452","7180","1338","30077"
"MT","Prairie County","1088","0","1179","0","1199","0","30079"
"MT","Ravalli County","44174","33","40212","45","36070","56","30081"
"MT","Richland County","11491","0","9746","0","9667","0","30083"
"MT","Roosevelt County","10794","87","10425","35","10620","22","30085"
"MT","Rosebud County","8329","7","9233","30","9383","57","30087"
"MT","Sanders County","12400","18","11413","12","10227","25","30089"
"MT","Sheridan County","3539","0","3384","1","4105","2","30091"
"MT","Silver Bow County","35133","100","34200","266","34606","263","30093"
"MT","Stillwater County","8963","0","9117","0","8195","0","30095"
"MT","Sweet Grass County","3678","0","3651","0","3609","0","30097"
"MT","Teton County","6226","0","6073","0","6445","0","30099"
"MT","Toole County","4971","702","5324","625","5267","330","30101"
"MT","Treasure County","762","0","718","0","861","0","30103"
"MT","Valley County","7578","22","7369","7","7675","2","30105"
"MT","Wheatland County","2069","5","2168","0","2259","4","30107"
"MT","Wibaux County","937","0","1017","0","1068","0","30109"
"MT","Yellowstone County","164731","962","147972","890","129352","528","30111"
"NJ","Atlantic County","274534","394","274549","953","252552","955","34001"
"NJ","Bergen County","955732","723","905116","732","884118","660","34003"
"NJ","Burlington County","461860","7019","448734","5857","423394","8678","34005"
"NJ","Camden County","523485","567","513657","1816","508932","3353","34007"
"NJ","Cape May County","95263","137","97265","248","102326","134","34009"
"NJ","Cumberland County","154152","8447","156898","10194","146438","9197","34011"
"NJ","Essex County","863728","9263","783969","7347","793633","5474","34013"
"NJ","Gloucester County","302294","0","288288","427","254673","257","34015"
"NJ","Hudson County","724854","1326","634266","1843","608975","2671","34017"
"NJ","Hunterdon County","128947","2040","128349","2516","121989","2586","34019"
"NJ","Mercer County","387340","3414","366513","3279","350761","4182","34021"
"NJ","Middlesex County","863162","1883","809858","3965","750162","3585","34023"
"NJ","Monmouth County","643615","410","630380","1305","615301","1187","34025"
"NJ","Morris County","509285","33","492276","411","470212","284","34027"
"NJ","Ocean County","637229","206","576567","540","510916","318","34029"
"NJ","Passaic County","524118","348","501226","1068","489049","1921","34031"
"NJ","Salem County","64837","88","66083","287","64285","252","34033"
"NJ","Somerset County","345361","120","323444","273","297490","263","34035"
"NJ","Sussex County","144221","0","149265","174","144166","166","34037"
"NJ","Union County","575345","362","536499","1098","522541","1717","34039"
"NJ","Warren County","109632","71","108692","135","102437","101","34041"
"HI","Hawaii County","200629","514","185079","745","148677","211","15001"
"HI","Honolulu County","1016508","2756","953207","3906","876156","2567","15003"
"HI","Kalawao County","82","0","90","0","147","0","15005"
"HI","Kauai County","73298","127","67091","290","58463","131","15007"
"HI","Maui County","164754","355","154834","732","128094","324","15009"
"OH","Adams County","27477","19","28550","51","27330","8","39001"
"OH","Allen County","102206","1513","106331","3096","108473","3310","39003"
"OH","Ashland County","52447","91","53139","0","52523","43","39005"
"OH","Ashtabula County","97574","1871","101497","1536","102728","98","39007"
"OH","Athens County","62431","123","64757","288","62223","248","39009"
"OH","Auglaize County","46422","36","45949","54","46611","60","39011"
"OH","Belmont County","66497","2771","70400","2692","70226","2156","39013"
"OH","Brown County","43676","56","44846","68","42285","29","39015"
"OH","Butler County","390357","1071","368130","941","332807","517","39017"
"OH","Carroll County","26721","36","28836","17","28836","6","39019"
"OH","Champaign County","38714","110","40097","152","38890","23","39021"
"OH","Clark County","136001","186","138333","201","144742","185","39023"
"OH","Clermont County","208601","226","197363","304","177977","258","39025"
"OH","Clinton County","42018","51","42040","59","40543","18","39027"
"OH","Columbiana County","101877","2531","107841","2619","112075","2627","39029"
"OH","Coshocton County","36612","59","36901","50","36655","44","39031"
"OH","Crawford County","42025","61","43784","115","46966","94","39033"
"OH","Cuyahoga County","1264817","1807","1280122","3135","1393978","3134","39035"
"OH","Darke County","51881","20","52959","29","53309","26","39037"
"OH","Defiance County","38286","0","39037","0","39500","0","39039"
"OH","Delaware County","214124","123","174214","195","109989","96","39041"
"OH","Erie County","75622","104","77079","94","79551","104","39043"
"OH","Fairfield County","158921","1833","146156","1800","122759","1757","39045"
"OH","Fayette County","28951","95","29030","34","28433","29","39047"
"OH","Franklin County","1323807","2067","1163414","2353","1068978","920","39049"
"OH","Fulton County","42713","0","42698","0","42084","0","39051"
"OH","Gallia County","29220","40","30934","35","31069","0","39053"
"OH","Geauga County","95397","116","93389","48","90895","58","39055"
"OH","Greene County","167966","202","161573","270","147886","133","39057"
"OH","Guernsey County","38438","68","40087","61","40792","68","39059"
"OH","Hamilton County","830639","1241","802374","1860","845303","2383","39061"
"OH","Hancock County","74920","0","74782","121","71295","109","39063"
"OH","Hardin County","30696","0","32058","0","31945","2","39065"
"OH","Harrison County","14483","0","15864","0","15856","3","39067"
"OH","Henry County","27662","0","28215","0","29210","0","39069"
"OH","Highland County","43317","28","43589","69","40875","22","39071"
"OH","Hocking County","28050","0","29380","485","28241","456","39073"
"OH","Holmes County","44223","24","42366","28","38943","35","39075"
"OH","Huron County","58565","61","59626","95","59487","121","39077"
"OH","Jackson County","32653","36","33225","37","32641","0","39079"
"OH","Jefferson County","65249","210","69709","124","73894","233","39081"
"OH","Knox County","62721","86","60921","53","54500","33","39083"
"OH","Lake County","232603","257","230041","295","227511","319","39085"
"OH","Lawrence County","58240","44","62450","90","62319","0","39087"
"OH","Licking County","178519","214","166492","264","145491","197","39089"
"OH","Logan County","46150","0","45858","0","46005","39","39091"
"OH","Lorain County","312964","3542","301356","4445","284664","4099","39093"
"OH","Lucas County","431279","1310","441815","1624","455054","506","39095"
"OH","Madison County","43824","4563","43435","4856","40213","4036","39097"
"OH","Mahoning County","228614","2608","238823","3227","257555","2499","39099"
"OH","Marion County","65359","5117","66501","4749","66217","4103","39101"
"OH","Medina County","182470","128","172332","136","151095","228","39103"
"OH","Meigs County","22210","5","23770","10","23072","0","39105"
"OH","Mercer County","42528","37","40814","26","40924","5","39107"
"OH","Miami County","108774","128","102506","100","98868","271","39109"
"OH","Monroe County","13385","0","14642","0","15180","0","39111"
"OH","Montgomery County","537309","1393","535153","1693","559062","1969","39113"
"OH","Morgan County","13802","0","15054","0","14897","0","39115"
"OH","Morrow County","34950","84","34827","77","31628","136","39117"
"OH","Muskingum County","86410","151","86074","199","84585","135","39119"
"OH","Noble County","14115","2478","14645","2551","14058","2074","39121"
"OH","Ottawa County","40364","56","41428","75","40985","69","39123"
"OH","Paulding County","18806","0","19614","0","20293","7","39125"
"OH","Perry County","35408","0","36058","0","34078","0","39127"
"OH","Pickaway County","58539","3505","55698","3713","52727","5791","39129"
"OH","Pike County","27088","0","28709","51","27695","2","39131"
"OH","Portage County","161791","178","161419","179","152061","157","39133"
"OH","Preble County","40999","21","42270","98","42337","59","39135"
"OH","Putnam County","34451","0","34499","0","34726","6","39137"
"OH","Richland County","124936","5383","124475","5336","128852","4939","39139"
"OH","Ross County","77093","4692","78064","5647","73345","4615","39141"
"OH","Sandusky County","58896","67","60944","67","61792","54","39143"
"OH","Scioto County","74008","1538","79499","1695","79195","1675","39145"
"OH","Seneca County","55069","202","56745","295","58683","0","39147"
"OH","Shelby County","48230","67","49423","104","47910","135","39149"
"OH","Stark County","374853","481","375586","560","378098","419","39151"
"OH","Summit County","540428","829","541781","1047","542899","1157","39153"
"OH","Trumbull County","201977","1819","210312","1756","225116","1729","39155"
"OH","Tuscarawas County","93263","69","92582","104","90914","82","39157"
"OH","Union County","62784","2612","52300","2730","40909","1861","39159"
"OH","Van Wert County","28931","41","28744","54","29659","62","39161"
"OH","Vinton County","12800","0","13435","0","12806","0","39163"
"OH","Warren County","242337","3512","212693","4572","158383","4983","39165"
"OH","Washington County","59771","74","61778","108","63251","58","39167"
"OH","Wayne County","116894","115","114520","118","111564","154","39169"
"OH","Williams County","37102","626","37642","533","39188","629","39171"
"OH","Wood County","132248","156","125488","219","121065","155","39173"
"OH","Wyandot County","21900","6","22615","18","22908","13","39175"
"MN","Aitkin County","15697","30","16202","78","15301","21","27001"
"MN","Anoka County","363887","1420","330844","1504","298084","1511","27003"
"MN","Becker County","35183","55","32504","66","30000","45","27005"
"MN","Beltrami County","46228","163","44442","87","39650","81","27007"
"MN","Benton County","41379","29","38451","62","34226","70","27009"
"MN","Big Stone County","5166","0","5269","0","5820","0","27011"
"MN","Blue Earth County","69112","84","64013","72","55941","69","27013"
"MN","Brown County","25912","18","25893","17","26911","42","27015"
"MN","Carlton County","36207","1046","35386","1174","31671","901","27017"
"MN","Carver County","106922","46","91042","90","70205","82","27019"
"MN","Cass County","30066","0","28567","15","27150","43","27021"
"MN","Chippewa County","12598","3","12441","12","13088","11","27023"
"MN","Chisago County","56621","1029","53887","1020","41101","305","27025"
"MN","Clay County","65318","76","58999","54","51229","115","27027"
"MN","Clearwater County","8524","17","8695","19","8423","31","27029"
"MN","Cook County","5600","0","5176","3","5168","2","27031"
"MN","Cottonwood County","11517","13","11687","13","12167","4","27033"
"MN","Crow Wing County","66123","107","62500","124","55099","87","27035"
"MN","Dakota County","439882","110","398552","296","355904","147","27037"
